,name,first,middle,last,format
568,Abraham Torres,Abraham,,Torres,0
569,Abreham Cherkos Feleke,Abreham,Cherkos,Feleke,1
570,Absalom Shabangu,Absalom,,Shabangu,0
571,Abubakar Abbas Abbas,Abubakar,Abbas,Abbas,1
572,Abubaker Haydar Abdalla,Abubaker,Haydar,Abdalla,1
573,Acer Gary Nethercott,Acer,Gary,Nethercott,1
574,Ada Fall,Ada,,Fall,0
575,Ada Sellam,Ada,,Sellam,0
576,Adalbert Agh,Adalbert,,Agh,0
577,Adalbert Koch,Adalbert,,Koch,0
578,Adalbert Oster,Adalbert,,Oster,0
579,Adalbert Toots,Adalbert,,Toots,0
580,Adalberto Cardoso,Adalberto,,Cardoso,0
581,Adalberto Hernndez,Adalberto,,Hernndez,0
582,Adalberto Scorza,Adalberto,,Scorza,0
583,Adalberts Bubenko,Adalberts,,Bubenko,0
584,Adam Antes,Adam,,Antes,0
585,Adam Burton,Adam,,Burton,0
586,Adam Faul,Adam,,Faul,0
587,Adam Froese,Adam,,Froese,0
588,Adam Hostetter,Adam,,Hostetter,0
589,Adam John-Georg Laurent,Adam,John-Georg,Laurent,1
590,Adam Juretzko,Adam,,Juretzko,0
591,Adam Kolasa,Adam,,Kolasa,0
592,Adam Lucas,Adam,,Lucas,0
593,Adam May,Adam,,May,0
594,Adam McLean,Adam,,McLean,0
595,Adam Nolan,Adam,,Nolan,0
596,Adam Petrou,Adam,,Petrou,0
597,Adam Ptek,Adam,,Ptek,0
598,Adam Russell Thomas,Adam,Russell,Thomas,1
599,Adam Starostka,Adam,,Starostka,0
600,Adam Tony Forsyth,Adam,Tony,Forsyth,1
601,Adam Wheeler,Adam,,Wheeler,0
602,Adam Wolff,Adam,,Wolff,0
603,Adam Yates,Adam,,Yates,0
604,Adama Damballey,Adama,,Damballey,0
605,Adama Jammeh,Adama,,Jammeh,0
606,Adama Osumanu,Adama,,Osumanu,0
607,Adama Tamboura,Adama,,Tamboura,0
608,Adamou Allassane,Adamou,,Allassane,0
609,Adan Jurez Serrano,Adan,Jurez,Serrano,1
610,Addo Ndala,Addo,,Ndala,0
611,Adebayo Oladapo,Adebayo,,Oladapo,0
612,Adel Ahmed El-Mahmour,Adel,Ahmed,El-Mahmour,1
613,Adel Ahmed Malalla,Adel,Ahmed,Malalla,1
614,Adel Al-Kahham,Adel,,Al-Kahham,0
615,Adel El-Sharkawy,Adel,,El-Sharkawy,0
616,Adel Hammoude,Adel,,Hammoude,0
617,Adel Mulla Al-Mulla,Adel,Mulla,Al-Mulla,1
618,Adel Sennoun,Adel,,Sennoun,0
619,Adelfo Magallanes Campos,Adelfo,Magallanes,Campos,1
620,Adem Bereket,Adem,,Bereket,0
621,Ademar Jos Kammler,Ademar,Jos,Kammler,1
622,Aden Tutton,Aden,,Tutton,0
623,Adeola Aboyade-Cole,Adeola,,Aboyade-Cole,0
624,Adham Medhat,Adham,,Medhat,0
625,Adhan Mohamed,Adhan,,Mohamed,0
626,Adnan Ahmed,Adnan,,Ahmed,0
627,Adnan El-Khuja,Adnan,,El-Khuja,0
628,Adnan Youssef,Adnan,,Youssef,0
629,Ado Maude,Ado,,Maude,0
630,Adolf Aebersold,Adolf,,Aebersold,0
631,Adolf Bergman,Adolf,,Bergman,0
632,Adolf Hafner,Adolf,,Hafner,0
633,Adolf Heeb,Adolf,,Heeb,0
634,Adolf Herschmann,Adolf,,Herschmann,0
635,Adolf Hoch,Adolf,,Hoch,0
636,Adolf Josef Bachura,Adolf,Josef,Bachura,1
637,Adolf Koxeder,Adolf,,Koxeder,0
638,Adolf Krause,Adolf,,Krause,0
639,Adolf Kurz,Adolf,,Kurz,0
640,Adolf Laudon,Adolf,,Laudon,0
641,Adolf Potoar,Adolf,,Potoar,0
642,Adolf Robert Zander,Adolf,Robert,Zander,1
643,Adolf Rysler,Adolf,,Rysler,0
644,Adolf Schwarte,Adolf,,Schwarte,0
645,Adolf Stockhausen,Adolf,,Stockhausen,0
646,Adolf Tobler,Adolf,,Tobler,0
647,Adolf Wagner,Adolf,,Wagner,0
648,Adolf Wamper,Adolf,,Wamper,0
649,Adolf Waser,Adolf,,Waser,0
650,Adolf Wrbel,Adolf,,Wrbel,0
651,Adolfas Aleksejnas,Adolfas,,Aleksejnas,0
652,Adolfo Carrau,Adolfo,,Carrau,0
653,Adolfo Horta Martnez,Adolfo,Horta,Martnez,1
654,Adolfo J. Mancuso,Adolfo,J,Mancuso,4
655,Adolfo Schlegel,Adolfo,,Schlegel,0
656,Adolphe Emmanuel Rouleau,Adolphe,Emmanuel,Rouleau,1
657,Adolphe Hauman,Adolphe,,Hauman,0
658,Adolphe Jaurguy,Adolphe,,Jaurguy,0
659,Adolphe Osselaer,Adolphe,,Osselaer,0
660,Adolphe Reymond,Adolphe,,Reymond,0
661,Adolphe Thomegeux,Adolphe,,Thomegeux,0
662,Afo Duodu,Afo,,Duodu,0
663,Agathe Ngo Nack,Agathe,Ngo,Nack,1
664,Agnes Dusart,Agnes,,Dusart,0
665,Agnes Pardaens,Agnes,,Pardaens,0
666,Agnese Koklaa,Agnese,,Koklaa,0
667,Agustn Aranzbal Alkorta,Agustn,Aranzbal,Alkorta,1
668,Agustn Argote Marqunez,Agustn,Argote,Marqunez,1
669,Agustn Bertomeu Lpez,Agustn,Bertomeu,Lpez,1
670,Agustn Caldern Dez,Agustn,Caldern,Dez,1
671,Agustn Jurez,Agustn,,Jurez,0
672,Agustn Ojeda,Agustn,,Ojeda,0
673,Agustn Rocha Cano,Agustn,Rocha,Cano,1
674,Agustn Zaragoza Reyna,Agustn,Zaragoza,Reyna,1
675,Ahmad Abughaush,Ahmad,,Abughaush,0
676,Ahmad Al-Shamy,Ahmad,,Al-Shamy,0
677,Ahmad Amsyar Azman,Ahmad,Amsyar,Azman,1
678,Ahmad Dahrouj,Ahmad,,Dahrouj,0
679,Ahmad Hasan,Ahmad,,Hasan,0
680,Ahmad Hassan Abdullah,Ahmad,Hassan,Abdullah,1
681,Ahmad Hassan Moussa,Ahmad,Hassan,Moussa,1
682,Ahmad Mohamed Attellesey,Ahmad,Mohamed,Attellesey,1
683,Ahmad Nesar,Ahmad,,Nesar,0
684,Ahmad Saber Hamcho,Ahmad,Saber,Hamcho,1
685,Ahmad Salam Muhammad,Ahmad,Salam,Muhammad,1
686,Ahmadjan Khasan,Ahmadjan,,Khasan,0
687,Ahmed Abdelaal,Ahmed,,Abdelaal,0
688,Ahmed Abdelrahman,Ahmed,,Abdelrahman,0
689,Ahmed Abdo Mustafa,Ahmed,Abdo,Mustafa,1
690,Ahmed Abdulkareem Ahmed,Ahmed,Abdulkareem,Ahmed,1
691,Ahmed Adam,Ahmed,,Adam,0
692,Ahmed Adam Salah,Ahmed,Adam,Salah,1
693,Ahmed Afghan,Ahmed,,Afghan,0
694,Ahmed Arab,Ahmed,,Arab,0
695,Ahmed Bader Magour,Ahmed,Bader,Magour,1
696,Ahmed Bahja,Ahmed,,Bahja,0
697,Ahmed Baly,Ahmed,,Baly,0
698,Ahmed Barbach,Ahmed,,Barbach,0
699,Ahmed Bouazza,Ahmed,,Bouazza,0
700,Ahmed Bushara Wahba,Ahmed,Bushara,Wahba,1
701,Ahmed Chahrour,Ahmed,,Chahrour,0
702,Ahmed Debes,Ahmed,,Debes,0
703,Ahmed El-Kotb,Ahmed,,El-Kotb,0
704,Ahmed El-Sayed,Ahmed,,El-Sayed,0
705,Ahmed El-Sayed El-Noamany,Ahmed,El-Sayed,El-Noamany,1
706,Ahmed El-Shamouty,Ahmed,,El-Shamouty,0
707,Ahmed Elmaghraby,Ahmed,,Elmaghraby,0
708,Ahmed Faras,Ahmed,,Faras,0
709,Ahmed Farfar,Ahmed,,Farfar,0
710,Ahmed Fouad Aly,Ahmed,Fouad,Aly,1
711,Ahmed Gad,Ahmed,,Gad,0
712,Ahmed Goumar,Ahmed,,Goumar,0
713,Ahmed Haouache,Ahmed,,Haouache,0
714,Ahmed Hassan,Ahmed,,Hassan,0
715,Ahmed Husam,Ahmed,,Husam,0
716,Ahmed Jumaa Jaber,Ahmed,Jumaa,Jaber,1
717,Ahmed Kamar,Ahmed,,Kamar,0
718,Ahmed Krama,Ahmed,,Krama,0
719,Ahmed Lazreg,Ahmed,,Lazreg,0
720,Ahmed Mahmoud Aly,Ahmed,Mahmoud,Aly,1
721,Ahmed Mahmoud Mashall,Ahmed,Mahmoud,Mashall,1
722,Ahmed Mandour,Ahmed,,Mandour,0
723,Ahmed Mohamed Jewel,Ahmed,Mohamed,Jewel,1
724,Ahmed Mohamed Osama,Ahmed,Mohamed,Osama,1
725,Ahmed Mohamed Reda,Ahmed,Mohamed,Reda,1
726,Ahmed Moussa,Ahmed,,Moussa,0
727,Ahmed Moustafa Gad,Ahmed,Moustafa,Gad,1
728,Ahmed Nada,Ahmed,,Nada,0
729,Ahmed Najah,Ahmed,,Najah,0
730,Ahmed Naseer,Ahmed,,Naseer,0
731,Ahmed Ragab,Ahmed,,Ragab,0
732,Ahmed Ramadan,Ahmed,,Ramadan,0
733,Ahmed Sad,Ahmed,,Sad,0
734,Ahmed Salah Alwan,Ahmed,Salah,Alwan,1
735,Ahmed Saraku,Ahmed,,Saraku,0
736,Ahmed Shaban,Ahmed,,Shaban,0
737,Ahmed Sher Khan,Ahmed,Sher,Khan,1
738,Ahmed Youssef Belgasem,Ahmed,Youssef,Belgasem,1
739,Ahmet Ak,Ahmet,,Ak,0
740,Ahmet Aytar,Ahmet,,Aytar,0
741,Ahmet Dou,Ahmet,,Dou,0
742,Ahmet Glhan,Ahmet,,Glhan,0
743,Ahmet Orel,Ahmet,,Orel,0
744,Ahmet Peker,Ahmet,,Peker,0
745,Ahmet Suat zyazc,Ahmet,Suat,zyazc,1
746,Ahmet Tren,Ahmet,,Tren,0
747,Ahmet Tuna Kozan,Ahmet,Tuna,Kozan,1
748,Ahmet akryldz,Ahmet,,akryldz,0
749,Ahmet nal,Ahmet,,nal,0
750,Ahsan Muhammad Khan,Ahsan,Muhammad,Khan,1
751,Ajay Chuttoo,Ajay,,Chuttoo,0
752,Ajay Dub,Ajay,,Dub,0
753,Ajla Del Ponte,Ajla,Del,Ponte,1
754,Ajuma Ameh,Ajuma,,Ameh,0
755,Akane Yamao,Akane,,Yamao,0
756,Akbar Babakhanlou,Akbar,,Babakhanlou,0
757,Akbar Kargar Jam,Akbar,Kargar,Jam,1
758,Akel Gadallah Khafaga,Akel,Gadallah,Khafaga,1
759,Akn Altok,Akn,,Altok,0
760,Akos Sandor,Akos,,Sandor,0
761,Akosua Serwaa,Akosua,,Serwaa,0
762,Akram Abdullah Al-Noor,Akram,Abdullah,Al-Noor,1
763,Akram Shah,Akram,,Shah,0
764,Aksel Henry Hansen,Aksel,Henry,Hansen,1
765,Aksel Kuuse,Aksel,,Kuuse,0
766,Al-Naceur Bounatouf,Al-Naceur,,Bounatouf,0
767,Aladar Szabo,Aladar,,Szabo,0
768,Alam Zeb,Alam,,Zeb,0
769,Alan Almand,Alan,,Almand,0
770,Alan Brahmst,Alan,,Brahmst,0
771,Alan Bunyard Parker,Alan,Bunyard,Parker,1
772,Alan Butts,Alan,,Butts,0
773,Alan C. Morgan,Alan,C,Morgan,4
774,Alan Danson,Alan,,Danson,0
775,Alan E. Burland,Alan,E,Burland,4
776,Alan Edward Mouchawar,Alan,Edward,Mouchawar,1
777,Alan Edwards,Alan,,Edwards,0
778,Alan Graham Page,Alan,Graham,Page,1
779,Alan Hatherly,Alan,,Hatherly,0
780,Alan Henry Noble,Alan,Henry,Noble,1
781,Alan Herbert Bray,Alan,Herbert,Bray,1
782,Alan Herbert Fyffe,Alan,Herbert,Fyffe,1
783,Alan James Barblett,Alan,James,Barblett,1
784,Alan Jerome Ball,Alan,Jerome,Ball,1
785,Alan John Barrett,Alan,John,Barrett,1
786,Alan John Oshyer,Alan,John,Oshyer,1
787,Alan Jones,Alan,,Jones,0
788,Alan Leo Perathoner,Alan,Leo,Perathoner,1
789,Alan Malcolm Chesney,Alan,Malcolm,Chesney,1
790,Alan McCleery,Alan,,McCleery,0
791,Alan McCormack,Alan,,McCormack,0
792,Alan Newton,Alan,,Newton,0
793,Alan Pyle,Alan,,Pyle,0
794,Alan Rapley,Alan,,Rapley,0
795,Alan Robert Ford,Alan,Robert,Ford,1
796,Alan Sothern,Alan,,Sothern,0
797,Alan Taylor,Alan,,Taylor,0
798,Alan Thomson,Alan,,Thomson,0
799,Alan Tottoh,Alan,,Tottoh,0
800,Alan Wardwell Shealy,Alan,Wardwell,Shealy,1
801,Alan Webb,Alan,,Webb,0
802,Alana Barber,Alana,,Barber,0
803,Alassane Bah,Alassane,,Bah,0
804,Albert Artur Bumle,Albert,Artur,Bumle,1
805,Albert Barodet,Albert,,Barodet,0
806,Albert Baumann,Albert,,Baumann,0
807,Albert Brehme,Albert,,Brehme,0
808,Albert Bryan Sprott,Albert,Bryan,Sprott,1
809,Albert Charles Gladstone,Albert,Charles,Gladstone,1
810,Albert Collon,Albert,,Collon,0
811,Albert Dayer,Albert,,Dayer,0
812,Albert Delbecque,Albert,,Delbecque,0
813,Albert Dupouy,Albert,,Dupouy,0
814,Albert E. Taylor,Albert,E,Taylor,4
815,Albert Edward Rose,Albert,Edward,Rose,1
816,Albert Eloy,Albert,,Eloy,0
817,Albert Falaux,Albert,,Falaux,0
818,Albert Foubert,Albert,,Foubert,0
819,Albert George Cocksedge,Albert,George,Cocksedge,1
820,Albert Graf,Albert,,Graf,0
821,Albert Grtz,Albert,,Grtz,0
822,Albert Haepers,Albert,,Haepers,0
823,Albert Hare,Albert,,Hare,0
824,Albert Henry Manger,Albert,Henry,Manger,1
825,Albert Hermoso Farrs,Albert,Hermoso,Farrs,1
826,Albert Heyche,Albert,,Heyche,0
827,Albert Hood,Albert,,Hood,0
828,Albert Huser,Albert,,Huser,0
829,Albert Huybrechts,Albert,,Huybrechts,0
830,Albert J. Mangan,Albert,J,Mangan,4
831,Albert Johnston,Albert,,Johnston,0
832,Albert Joseph Hulsebosch,Albert,Joseph,Hulsebosch,1
833,Albert Karl Werkmller,Albert,Karl,Werkmller,1
834,Albert Knzler,Albert,,Knzler,0
835,Albert Krajmer,Albert,,Krajmer,0
836,Albert L. Schwartz,Albert,L,Schwartz,4
837,Albert Lamppu,Albert,,Lamppu,0
838,Albert Leonard Oldman,Albert,Leonard,Oldman,1
839,Albert Luque Martos,Albert,Luque,Martos,1
840,Albert Massard,Albert,,Massard,0
841,Albert Mayer,Albert,,Mayer,0
842,Albert Mchler,Albert,,Mchler,0
843,Albert Meyong Ze,Albert,Meyong,Ze,1
844,Albert Moch,Albert,,Moch,0
845,Albert Muylle,Albert,,Muylle,0
846,Albert Nuss,Albert,,Nuss,0
847,Albert Perera,Albert,,Perera,0
848,Albert Proctor Burman,Albert,Proctor,Burman,1
849,Albert Ralph Spearow,Albert,Ralph,Spearow,1
850,Albert Reuter,Albert,,Reuter,0
851,Albert Robbe,Albert,,Robbe,0
852,Albert Schumburg,Albert,,Schumburg,0
853,Albert Secrtan,Albert,,Secrtan,0
854,Albert Stdemann,Albert,,Stdemann,0
855,Albert Strauss,Albert,,Strauss,0
856,Albert Strck-Trk,Albert,,Strck-Trk,0
857,Albert Torres Barcelo,Albert,Torres,Barcelo,1
858,Albert Weber,Albert,,Weber,0
859,Albert Webster,Albert,,Webster,0
860,Albert Wyatt,Albert,,Wyatt,0
861,Albert le Tyrant,Albert,le,Tyrant,1
862,Alberta Boatema Ampomah,Alberta,Boatema,Ampomah,1
863,Alberto A. Llorens,Alberto,A,Llorens,4
864,Alberto Adela,Alberto,,Adela,0
865,Alberto Anderson,Alberto,,Anderson,0
866,Alberto Areces Fernndez,Alberto,Areces,Fernndez,1
867,Alberto Bauday Salazar,Alberto,Bauday,Salazar,1
868,Alberto Bonacossa,Alberto,,Bonacossa,0
869,Alberto Bozzato,Alberto,,Bozzato,0
870,Alberto Bremauntz Monge,Alberto,Bremauntz,Monge,1
871,Alberto C. Reynoso,Alberto,C,Reynoso,4
872,Alberto Canal Chonros,Alberto,Canal,Chonros,1
873,Alberto Canlas,Alberto,,Canlas,0
874,Alberto Carmona,Alberto,,Carmona,0
875,Alberto Conrad Machuca,Alberto,Conrad,Machuca,1
876,Alberto Cordoba Alcala,Alberto,Cordoba,Alcala,1
877,Alberto Domnguez Lorenzo,Alberto,Domnguez,Lorenzo,1
878,Alberto Egea Lpez,Alberto,Egea,Lpez,1
879,Alberto Fernndez Calderon,Alberto,Fernndez,Calderon,1
880,Alberto Gonzlez Mas,Alberto,Gonzlez,Mas,1
881,Alberto Graa,Alberto,,Graa,0
882,Alberto Lpez Fernndez,Alberto,Lpez,Fernndez,1
883,Alberto Macas Hernndez,Alberto,Macas,Hernndez,1
884,Alberto Machaze,Alberto,,Machaze,0
885,Alberto Manuel Senz,Alberto,Manuel,Senz,1
886,Alberto Marchn,Alberto,,Marchn,0
887,Alberto Marson,Alberto,,Marson,0
888,Alberto Mendes Coelho,Alberto,Mendes,Coelho,1
889,Alberto Mercado,Alberto,,Mercado,0
890,Alberto Morales,Alberto,,Morales,0
891,Alberto Rafael Errecalde,Alberto,Rafael,Errecalde,1
892,Alberto Ramos Sesma,Alberto,Ramos,Sesma,1
893,Alberto Rendo,Alberto,,Rendo,0
894,Alberto Snchez Escobar,Alberto,Snchez,Escobar,1
895,Alberto Solanas Galn,Alberto,Solanas,Galn,1
896,Alberto T. Nogar,Alberto,T,Nogar,4
897,Albrecht Mller,Albrecht,,Mller,0
898,Albrecht Moser,Albrecht,,Moser,0
899,Albrecht Wehselau,Albrecht,,Wehselau,0
900,Aldo Serena,Aldo,,Serena,0
901,Aldo Tramontano,Aldo,,Tramontano,0
902,Aldo Zenhusern,Aldo,,Zenhusern,0
903,Aldwyn Sappleton,Aldwyn,,Sappleton,0
904,Ale Kotalk,Ale,,Kotalk,0
905,Ale Kranjc,Ale,,Kranjc,0
906,Ale Trka,Ale,,Trka,0
907,Aleem Raza,Aleem,,Raza,0
908,Aleesha Barber,Aleesha,,Barber,0
909,Aleksan Nalbandyan,Aleksan,,Nalbandyan,0
910,Aleksandar Bundalo,Aleksandar,,Bundalo,0
911,Aleksandar Kukolj,Aleksandar,,Kukolj,0
912,Aleksander Antson,Aleksander,,Antson,0
913,Aleksander Aurdal,Aleksander,,Aurdal,0
914,Aleksander Jzef Polus,Aleksander,Jzef,Polus,1
915,Aleksander Kask,Aleksander,,Kask,0
916,Aleksander Korcz,Aleksander,,Korcz,0
917,Aleksander Peternel,Aleksander,,Peternel,0
918,Aleksander Sotan,Aleksander,,Sotan,0
919,Aleksander Wrona,Aleksander,,Wrona,0
920,Aleksey Gurman,Aleksey,,Gurman,0
921,Alemayehu Bezabeh Desta,Alemayehu,Bezabeh,Desta,1
922,Alemu Bekele Gebre,Alemu,Bekele,Gebre,1
923,Alena Sharp,Alena,,Sharp,0
924,Alenka Cuderman,Alenka,,Cuderman,0
925,Alenka Orel,Alenka,,Orel,0
926,Alex Amankwah,Alex,,Amankwah,0
927,Alex Beddoes,Alex,,Beddoes,0
928,Alex Bollaert,Alex,,Bollaert,0
929,Alex Bowen,Alex,,Bowen,0
930,Alex Brger,Alex,,Brger,0
931,Alex Haas,Alex,,Haas,0
932,Alex Jason Brosque,Alex,Jason,Brosque,1
933,Alex Kennedy,Alex,,Kennedy,0
934,Alex Morgan,Alex,,Morgan,0
935,Alex Obert,Alex,,Obert,0
936,Alex Roelse,Alex,,Roelse,0
937,Alex Rose,Alex,,Rose,0
938,Alex Schwazer,Alex,,Schwazer,0
939,Alex Sobers,Alex,,Sobers,0
940,Alexa Forbes,Alexa,,Forbes,0
941,Alexander Baronjan,Alexander,,Baronjan,0
942,Alexander Barta,Alexander,,Barta,0
943,Alexander Bau,Alexander,,Bau,0
944,Alexander Belonogoff,Alexander,,Belonogoff,0
945,Alexander Berner,Alexander,,Berner,0
946,Alexander Brott,Alexander,,Brott,0
947,Alexander Brouwer,Alexander,,Brouwer,0
948,Alexander Brta,Alexander,,Brta,0
949,Alexander Cudmore,Alexander,,Cudmore,0
950,Alexander Decker,Alexander,,Decker,0
951,Alexander Douglas Penna,Alexander,Douglas,Penna,1
952,Alexander Fransson,Alexander,,Fransson,0
953,Alexander Grant Clark,Alexander,Grant,Clark,1
954,Alexander Herr,Alexander,,Herr,0
955,Alexander Hollanders,Alexander,,Hollanders,0
956,Alexander Huber,Alexander,,Huber,0
957,Alexander Johnson,Alexander,,Johnson,0
958,Alexander Krckel,Alexander,,Krckel,0
959,Alexander Lennart Steen,Alexander,Lennart,Steen,1
960,Alexander Malleta Kerr,Alexander,Malleta,Kerr,1
961,Alexander Mann,Alexander,,Mann,0
962,Alexander Manson,Alexander,,Manson,0
963,Alexander McCulloch,Alexander,,McCulloch,0
964,Alexander Metzger,Alexander,,Metzger,0
965,Alexander N'Doumbou,Alexander,,N'Doumbou,0
966,Alexander Nagy,Alexander,,Nagy,0
967,Alexander Neumller,Alexander,,Neumller,0
968,Alexander Oppler,Alexander,,Oppler,0
969,Alexander Os,Alexander,,Os,0
970,Alexander Peternell,Alexander,,Peternell,0
971,Alexander Poe,Alexander,,Poe,0
972,Alexander Posch,Alexander,,Posch,0
973,Alexander Ruckstuhl,Alexander,,Ruckstuhl,0
974,Alexander Russo,Alexander,,Russo,0
975,Alexander Salk,Alexander,,Salk,0
976,Alexander Schroff,Alexander,,Schroff,0
977,Alexander Schuck,Alexander,,Schuck,0
978,Alexander Scott,Alexander,,Scott,0
979,Alexander Slatnow,Alexander,,Slatnow,0
980,Alexander Specker,Alexander,,Specker,0
981,Alexander Topay,Alexander,,Topay,0
982,Alexander Townsend Jackson,Alexander,Townsend,Jackson,1
983,Alexander Wassa,Alexander,,Wassa,0
984,Alexander Wefald,Alexander,,Wefald,0
985,Alexander Welter,Alexander,,Welter,0
986,Alexander Wernsdorfer,Alexander,,Wernsdorfer,0
987,Alexej Prochorow,Alexej,,Prochorow,0
988,Alf Aage Olsen,Alf,Aage,Olsen,1
989,Alf Johan Pedersen,Alf,Johan,Pedersen,1
990,Alf Olesen,Alf,,Olesen,0
991,Alf Petter Hugsted,Alf,Petter,Hugsted,1
992,Alf Steen Andersen,Alf,Steen,Andersen,1
993,Alf Torp,Alf,,Torp,0
994,Alfons Bouwens,Alfons,,Bouwens,0
995,Alfons Dorner,Alfons,,Dorner,0
996,Alfons Hecher,Alfons,,Hecher,0
997,Alfons Karny,Alfons,,Karny,0
998,Alfons Oehy,Alfons,,Oehy,0
999,Alfons Schne,Alfons,,Schne,0
1000,Alfonso Abelln Lpez,Alfonso,Abelln,Lpez,1
1001,Alfonso Blanco Parra,Alfonso,Blanco,Parra,1
1002,Alfonso Bruno,Alfonso,,Bruno,0
1003,Alfonso Carbajo Fernndez,Alfonso,Carbajo,Fernndez,1
1004,Alfonso Fernndez Fernndez,Alfonso,Fernndez,Fernndez,1
1005,Alfonso Gerald Frazer,Alfonso,Gerald,Frazer,1
1006,Alfonso Grullart,Alfonso,,Grullart,0
1007,Alfonso Jessel,Alfonso,,Jessel,0
1008,Alfonso Muoz,Alfonso,,Muoz,0
1009,Alfonso Negro,Alfonso,,Negro,0
1010,Alfonso Prez,Alfonso,,Prez,0
1011,Alfonso Prez Muoz,Alfonso,Prez,Muoz,1
1012,Alfonso Qua,Alfonso,,Qua,0
1013,Alfonso Rafael Gonzlez,Alfonso,Rafael,Gonzlez,1
1014,Alfonso Reyes Cabaas,Alfonso,Reyes,Cabaas,1
1015,Alfonso Serrano,Alfonso,,Serrano,0
1016,Alfonso Stoopen Reyes,Alfonso,Stoopen,Reyes,1
1017,Alfonso Tusell Alonso,Alfonso,Tusell,Alonso,1
1018,Alfrds Karls Alslbens,Alfrds,Karls,Alslbens,1
1019,Alfre Karl Alfresson,Alfre,Karl,Alfresson,1
1020,Alfred Achermann,Alfred,,Achermann,0
1021,Alfred Addo Ankamah,Alfred,Addo,Ankamah,1
1022,Alfred Ader,Alfred,,Ader,0
1023,Alfred Altenburger,Alfred,,Altenburger,0
1024,Alfred Amon Kotey,Alfred,Amon,Kotey,1
1025,Alfred Badel,Alfred,,Badel,0
1026,Alfred Baum,Alfred,,Baum,0
1027,Alfred Berger,Alfred,,Berger,0
1028,Alfred Bloch,Alfred,,Bloch,0
1029,Alfred Borda,Alfred,,Borda,0
1030,Alfred Buyenne,Alfred,,Buyenne,0
1031,Alfred Dompert,Alfred,,Dompert,0
1032,Alfred Edward Syson,Alfred,Edward,Syson,1
1033,Alfred Ernest Chalk,Alfred,Ernest,Chalk,1
1034,Alfred Ferraz,Alfred,,Ferraz,0
1035,Alfred Flury,Alfred,,Flury,0
1036,Alfred Groyer,Alfred,,Groyer,0
1037,Alfred Gundersen,Alfred,,Gundersen,0
1038,Alfred Guth,Alfred,,Guth,0
1039,Alfred Harold Pycock,Alfred,Harold,Pycock,1
1040,Alfred Hchsmann,Alfred,,Hchsmann,0
1041,Alfred Heacock Annan,Alfred,Heacock,Annan,1
1042,Alfred Hmmerle,Alfred,,Hmmerle,0
1043,Alfred J. Lanzon,Alfred,J,Lanzon,4
1044,Alfred James Bowerman,Alfred,James,Bowerman,1
1045,Alfred James Powlesland,Alfred,James,Powlesland,1
1046,Alfred James Sapecky,Alfred,James,Sapecky,1
1047,Alfred Jauch,Alfred,,Jauch,0
1048,Alfred John Rodgers,Alfred,John,Rodgers,1
1049,Alfred Keller,Alfred,,Keller,0
1050,Alfred Knoll,Alfred,,Knoll,0
1051,Alfred Kornprobst,Alfred,,Kornprobst,0
1052,Alfred Krner,Alfred,,Krner,0
1053,Alfred Krohn,Alfred,,Krohn,0
1054,Alfred Lergetporer,Alfred,,Lergetporer,0
1055,Alfred Mauer,Alfred,,Mauer,0
1056,Alfred Mgroz,Alfred,,Mgroz,0
1057,Alfred Nyambane,Alfred,,Nyambane,0
1058,Alfred Ost,Alfred,,Ost,0
1059,Alfred Paul Mellows,Alfred,Paul,Mellows,1
1060,Alfred Pl,Alfred,,Pl,0
1061,Alfred Post,Alfred,,Post,0
1062,Alfred Proksch,Alfred,,Proksch,0
1063,Alfred Rabenja,Alfred,,Rabenja,0
1064,Alfred Radke,Alfred,,Radke,0
1065,Alfred Redl,Alfred,,Redl,0
1066,Alfred Roch,Alfred,,Roch,0
1067,Alfred Schmalzer,Alfred,,Schmalzer,0
1068,Alfred Schn,Alfred,,Schn,0
1069,Alfred Schoebel,Alfred,,Schoebel,0
1070,Alfred Schuermans,Alfred,,Schuermans,0
1071,Alfred Schwarz,Alfred,,Schwarz,0
1072,Alfred Stabell,Alfred,,Stabell,0
1073,Alfred Stger,Alfred,,Stger,0
1074,Alfred Streun,Alfred,,Streun,0
1075,Alfred Sutter,Alfred,,Sutter,0
1076,Alfred Sydney North,Alfred,Sydney,North,1
1077,Alfred Tetteh,Alfred,,Tetteh,0
1078,Alfred Theodor Dahlberg,Alfred,Theodor,Dahlberg,1
1079,Alfred Thomas,Alfred,,Thomas,0
1080,Alfred Umgeher,Alfred,,Umgeher,0
1081,Alfred W. Rosesco,Alfred,W,Rosesco,4
1082,Alfred Wurr,Alfred,,Wurr,0
1083,Alfredo A. Prez,Alfredo,A,Prez,4
1084,Alfredo Angulo Lpez,Alfredo,Angulo,Lpez,1
1085,Alfredo Carneros Beamud,Alfredo,Carneros,Beamud,1
1086,Alfredo Coello,Alfredo,,Coello,0
1087,Alfredo Copello,Alfredo,,Copello,0
1088,Alfredo Cornejo,Alfredo,,Cornejo,0
1089,Alfredo Cuentas,Alfredo,,Cuentas,0
1090,Alfredo Deza Ganoza,Alfredo,Deza,Ganoza,1
1091,Alfredo Fernndez Durn,Alfredo,Fernndez,Durn,1
1092,Alfredo Gaona,Alfredo,,Gaona,0
